EmpId,Date,Present,IsManual,InTime,OutTime,InDiff,OutDiff,IsLate,EarlyDeparture,MachineNo,IPAddress
E0085,2025-01-09,True,False,10:29:20,19:42:56,-0.67,-17.07,False,True,M02,192.168.1.15
E0086,2025-01-09,True,False,10:31:33,19:44:34,1.55,-15.43,True,True,M03,192.168.1.20
E0087,2025-01-09,True,False,13:59:55,23:12:27,209.92,192.45,True,False,M01,192.168.1.10
E0088,2025-01-09,True,False,10:34:16,19:51:44,4.27,-8.27,True,True,M02,192.168.1.15
E0089,2025-01-09,True,False,10:17:05,19:59:44,-12.92,-0.27,False,True,M01,192.168.1.10
E0090,2025-01-09,True,False,10:24:17,20:06:03,-5.72,6.05,False,False,M01,192.168.1.10
E0091,2025-01-09,True,False,10:16:46,19:54:38,-13.23,-5.37,False,True,M01,192.168.1.10
E0092,2025-01-09,True,False,10:19:10,16:57:26,-10.83,-182.57,False,True,M03,192.168.1.20
E0093,2025-01-09,True,False,10:41:49,20:24:18,11.82,24.3,True,False,M01,192.168.1.10
E0094,2025-01-09,True,False,10:36:34,19:36:03,6.57,-23.95,True,True,M02,192.168.1.15
E0095,2025-01-09,True,False,10:51:18,,21.3,,True,,M03,192.168.1.20
E0096,2025-01-09,True,False,10:33:39,19:31:40,3.65,-28.33,True,True,M03,192.168.1.20
E0097,2025-01-09,True,False,10:38:33,19:47:48,8.55,-12.2,True,True,M03,192.168.1.20
E0098,2025-01-09,True,False,10:33:11,19:33:13,3.18,-26.78,True,True,M01,192.168.1.10
E0099,2025-01-09,True,False,10:18:12,20:14:15,-11.8,14.25,False,False,M03,192.168.1.20
E0100,2025-01-09,True,False,10:25:02,20:07:25,-4.97,7.42,False,False,M02,192.168.1.15
E0001,2025-01-10,True,False,10:35:39,19:40:33,5.65,-19.45,True,True,M01,192.168.1.10
E0002,2025-01-10,True,False,10:24:22,19:57:03,-5.63,-2.95,False,True,M02,192.168.1.15
E0003,2025-01-10,True,False,10:33:29,19:59:37,3.48,-0.38,True,True,M02,192.168.1.15
E0004,2025-01-10,True,False,10:42:23,20:20:56,12.38,20.93,True,False,M03,192.168.1.20
E0005,2025-01-10,True,False,10:38:32,20:08:43,8.53,8.72,True,False,M03,192.168.1.20
E0006,2025-01-10,True,False,10:37:33,20:16:07,7.55,16.12,True,False,M01,192.168.1.10
E0007,2025-01-10,True,False,10:20:08,20:01:59,-9.87,1.98,False,False,M01,192.168.1.10
E0008,2025-01-10,True,False,10:18:59,20:02:12,-11.02,2.2,False,False,M01,192.168.1.10
E0009,2025-01-10,True,False,10:16:52,19:56:47,-13.13,-3.22,False,True,M02,192.168.1.15
E0010,2025-01-10,True,False,10:25:41,20:12:17,-4.32,12.28,False,False,M03,192.168.1.20
E0011,2025-01-10,True,False,10:32:07,20:19:39,2.12,19.65,True,False,M02,192.168.1.15
E0012,2025-01-10,True,False,10:22:13,20:06:02,-7.78,6.03,False,False,M01,192.168.1.10
E0013,2025-01-10,True,False,10:26:45,19:38:15,-3.25,-21.75,False,True,M01,192.168.1.10
E0014,2025-01-10,True,False,10:40:13,20:03:39,10.22,3.65,True,False,M02,192.168.1.15
E0015,2025-01-10,True,False,13:24:33,22:40:58,174.55,160.97,True,False,M02,192.168.1.15
E0016,2025-01-10,True,False,10:34:48,20:05:05,4.8,5.08,True,False,M02,192.168.1.15
E0017,2025-01-10,True,False,10:24:13,20:00:53,-5.78,0.88,False,False,M01,192.168.1.10
E0018,2025-01-10,True,False,10:26:01,20:07:48,-3.98,7.8,False,False,M03,192.168.1.20
E0019,2025-01-10,True,False,10:31:16,20:07:02,1.27,7.03,True,False,M02,192.168.1.15
E0020,2025-01-10,True,False,10:16:12,20:03:25,-13.8,3.42,False,False,M03,192.168.1.20
E0021,2025-01-10,True,False,10:19:58,20:02:31,-10.03,2.52,False,False,M01,192.168.1.10
E0022,2025-01-10,True,False,10:27:06,19:43:23,-2.9,-16.62,False,True,M03,192.168.1.20
E0023,2025-01-10,True,False,10:29:22,19:41:16,-0.63,-18.73,False,True,M01,192.168.1.10
E0024,2025-01-10,True,False,10:30:09,19:41:06,0.15,-18.9,True,True,M03,192.168.1.20
E0025,2025-01-10,True,False,10:41:10,20:01:33,11.17,1.55,True,False,M02,192.168.1.15
E0026,2025-01-10,False,,,,,,,,,
E0027,2025-01-10,True,False,10:16:24,20:08:22,-13.6,8.37,False,False,M03,192.168.1.20
E0028,2025-01-10,True,False,10:28:39,19:32:51,-1.35,-27.15,False,True,M03,192.168.1.20
E0029,2025-01-10,True,False,10:32:12,19:42:39,2.2,-17.35,True,True,M01,192.168.1.10
E0030,2025-01-10,True,False,10:40:04,20:21:53,10.07,21.88,True,False,M01,192.168.1.10
E0031,2025-01-10,True,False,10:43:26,20:11:55,13.43,11.92,True,False,M02,192.168.1.15
E0032,2025-01-10,True,False,10:35:34,20:13:24,5.57,13.4,True,False,M03,192.168.1.20
E0033,2025-01-10,True,False,10:26:24,20:02:41,-3.6,2.68,False,False,M01,192.168.1.10
E0034,2025-01-10,True,False,10:24:48,19:50:43,-5.2,-9.28,False,True,M03,192.168.1.20
E0035,2025-01-10,True,False,10:29:40,19:46:48,-0.33,-13.2,False,True,M02,192.168.1.15
E0036,2025-01-10,True,False,10:30:46,19:40:36,0.77,-19.4,True,True,M01,192.168.1.10
E0037,2025-01-10,True,False,10:33:21,20:03:44,3.35,3.73,True,False,M03,192.168.1.20
E0038,2025-01-10,True,False,10:35:35,19:57:38,5.58,-2.37,True,True,M03,192.168.1.20
E0039,2025-01-10,True,False,10:31:53,19:53:47,1.88,-6.22,True,True,M01,192.168.1.10
E0040,2025-01-10,True,False,10:29:32,19:37:18,-0.47,-22.7,False,True,M01,192.168.1.10
E0041,2025-01-10,True,False,10:32:48,19:53:15,2.8,-6.75,True,True,M02,192.168.1.15
E0042,2025-01-10,False,,,,,,,,,
E0043,2025-01-10,True,False,10:47:11,20:10:32,17.18,10.53,True,False,M03,192.168.1.20
E0044,2025-01-10,True,False,10:28:40,19:49:37,-1.33,-10.38,False,True,M01,192.168.1.10
E0045,2025-01-10,True,False,10:40:17,20:16:47,10.28,16.78,True,False,M03,192.168.1.20
E0046,2025-01-10,True,False,10:37:17,19:50:11,7.28,-9.82,True,True,M01,192.168.1.10
E0047,2025-01-10,True,False,10:31:24,20:03:56,1.4,3.93,True,False,M01,192.168.1.10
E0048,2025-01-10,True,False,10:33:23,19:37:38,3.38,-22.37,True,True,M02,192.168.1.15
E0049,2025-01-10,True,False,10:19:19,19:35:57,-10.68,-24.05,False,True,M01,192.168.1.10
E0050,2025-01-10,True,False,10:25:52,20:01:17,-4.13,1.28,False,False,M01,192.168.1.10
E0051,2025-01-10,True,False,10:17:57,20:01:01,-12.05,1.02,False,False,M02,192.168.1.15
E0052,2025-01-10,True,False,10:30:18,19:32:29,0.3,-27.52,True,True,M01,192.168.1.10
E0053,2025-01-10,True,False,10:16:17,20:06:55,-13.72,6.92,False,False,M01,192.168.1.10
E0054,2025-01-10,True,False,10:19:44,20:06:13,-10.27,6.22,False,False,M01,192.168.1.10
E0055,2025-01-10,True,False,10:43:18,20:13:47,13.3,13.78,True,False,M03,192.168.1.20
E0056,2025-01-10,True,False,10:38:15,19:29:48,8.25,-30.2,True,True,M02,192.168.1.15
E0057,2025-01-10,True,False,10:29:36,19:47:19,-0.4,-12.68,False,True,M01,192.168.1.10
E0058,2025-01-10,True,False,10:34:22,19:52:51,4.37,-7.15,True,True,M03,192.168.1.20
E0059,2025-01-10,True,False,10:36:06,19:55:41,6.1,-4.32,True,True,M02,192.168.1.15
E0060,2025-01-10,True,False,10:26:07,19:49:14,-3.88,-10.77,False,True,M01,192.168.1.10
E0061,2025-01-10,False,,,,,,,,,
E0062,2025-01-10,False,,,,,,,,,
E0063,2025-01-10,True,False,10:17:36,20:11:46,-12.4,11.77,False,False,M01,192.168.1.10
E0064,2025-01-10,True,False,10:28:20,19:58:14,-1.67,-1.77,False,True,M01,192.168.1.10
E0065,2025-01-10,True,False,10:22:44,19:37:49,-7.27,-22.18,False,True,M02,192.168.1.15
E0066,2025-01-10,True,False,10:32:55,19:45:20,2.92,-14.67,True,True,M01,192.168.1.10
E0067,2025-01-10,True,False,10:26:00,19:54:07,-4.0,-5.88,False,True,M03,192.168.1.20
E0068,2025-01-10,True,False,10:27:49,19:53:51,-2.18,-6.15,False,True,M03,192.168.1.20
E0069,2025-01-10,True,False,10:33:33,19:45:16,3.55,-14.73,True,True,M01,192.168.1.10
E0070,2025-01-10,True,False,10:38:10,19:48:39,8.17,-11.35,True,True,M03,192.168.1.20
E0071,2025-01-10,True,False,10:43:31,20:15:36,13.52,15.6,True,False,M03,192.168.1.20
E0072,2025-01-10,True,False,10:27:30,20:04:13,-2.5,4.22,False,False,M02,192.168.1.15
E0073,2025-01-10,True,False,10:28:37,19:34:38,-1.38,-25.37,False,True,M02,192.168.1.15
E0074,2025-01-10,True,False,10:35:16,19:42:51,5.27,-17.15,True,True,M02,192.168.1.15
E0075,2025-01-10,True,False,10:43:37,20:20:01,13.62,20.02,True,False,M01,192.168.1.10
E0076,2025-01-10,True,False,10:18:54,20:06:06,-11.1,6.1,False,False,M01,192.168.1.10
E0077,2025-01-10,True,False,10:16:21,19:58:35,-13.65,-1.42,False,True,M01,192.168.1.10
E0078,2025-01-10,True,False,10:13:53,20:05:47,-16.12,5.78,False,False,M02,192.168.1.15
E0079,2025-01-10,False,,,,,,,,,
E0080,2025-01-10,True,False,10:28:24,19:50:37,-1.6,-9.38,False,True,M01,192.168.1.10
E0081,2025-01-10,True,False,10:25:03,19:54:51,-4.95,-5.15,False,True,M02,192.168.1.15
E0082,2025-01-10,True,False,,19:58:28,,-1.53,,True,M03,192.168.1.20
E0083,2025-01-10,True,False,10:29:10,20:00:07,-0.83,0.12,False,False,M03,192.168.1.20
E0084,2025-01-10,True,False,10:43:38,20:03:27,13.63,3.45,True,False,M02,192.168.1.15
E0085,2025-01-10,True,False,10:36:03,20:10:31,6.05,10.52,True,False,M02,192.168.1.15
E0086,2025-01-10,True,False,10:45:03,20:18:10,15.05,18.17,True,False,M03,192.168.1.20
E0087,2025-01-10,True,False,10:23:16,20:05:42,-6.73,5.7,False,False,M01,192.168.1.10
E0088,2025-01-10,False,,,,,,,,,
E0089,2025-01-10,True,False,10:25:01,19:45:54,-4.98,-14.1,False,True,M01,192.168.1.10
E0090,2025-01-10,True,False,10:17:07,20:07:00,-12.88,7.0,False,False,M01,192.168.1.10
E0091,2025-01-10,True,False,10:31:58,19:50:04,1.97,-9.93,True,True,M01,192.168.1.10
E0092,2025-01-10,True,False,,20:00:02,,0.03,,False,M03,192.168.1.20
E0093,2025-01-10,True,False,10:18:40,20:02:31,-11.33,2.52,False,False,M01,192.168.1.10
E0094,2025-01-10,True,False,10:43:48,20:26:15,13.8,26.25,True,False,M02,192.168.1.15
E0095,2025-01-10,True,False,10:30:26,20:05:14,0.43,5.23,True,False,M03,192.168.1.20
E0096,2025-01-10,True,True,10:30:00,20:00:00,0.0,0.0,False,False,M03,192.168.1.20
E0097,2025-01-10,True,False,10:26:30,20:00:05,-3.5,0.08,False,False,M03,192.168.1.20
E0098,2025-01-10,True,False,10:32:49,20:15:44,2.82,15.73,True,False,M01,192.168.1.10
E0099,2025-01-10,True,False,10:33:36,20:08:54,3.6,8.9,True,False,M03,192.168.1.20
E0100,2025-01-10,True,False,10:37:42,20:09:48,7.7,9.8,True,False,M02,192.168.1.15
E0001,2025-01-13,True,False,10:17:55,20:06:24,-12.08,6.4,False,False,M01,192.168.1.10
E0002,2025-01-13,True,False,10:41:20,20:15:16,11.33,15.27,True,False,M02,192.168.1.15
E0003,2025-01-13,True,False,13:35:13,23:33:21,185.22,213.35,True,False,M02,192.168.1.15
E0004,2025-01-13,True,False,10:34:29,20:00:31,4.48,0.52,True,False,M03,192.168.1.20
E0005,2025-01-13,True,False,10:44:52,20:11:14,14.87,11.23,True,False,M03,192.168.1.20
E0006,2025-01-13,True,False,10:35:20,20:00:30,5.33,0.5,True,False,M01,192.168.1.10
E0007,2025-01-13,True,False,10:29:40,20:02:27,-0.33,2.45,False,False,M01,192.168.1.10
E0008,2025-01-13,False,,,,,,,,,
E0009,2025-01-13,True,False,10:19:02,20:03:58,-10.97,3.97,False,False,M02,192.168.1.15
E0010,2025-01-13,False,,,,,,,,,
E0011,2025-01-13,True,False,10:27:15,20:19:00,-2.75,19.0,False,False,M02,192.168.1.15
E0012,2025-01-13,True,False,10:28:56,19:57:00,-1.07,-3.0,False,True,M01,192.168.1.10
E0013,2025-01-13,True,False,10:34:52,20:01:04,4.87,1.07,True,False,M01,192.168.1.10
E0014,2025-01-13,True,False,10:31:51,19:37:34,1.85,-22.43,True,True,M02,192.168.1.15
E0015,2025-01-13,True,False,10:39:10,20:14:23,9.17,14.38,True,False,M02,192.168.1.15
E0016,2025-01-13,True,False,10:35:34,20:02:30,5.57,2.5,True,False,M02,192.168.1.15
E0017,2025-01-13,True,False,10:29:24,20:07:03,-0.6,7.05,False,False,M01,192.168.1.10
E0018,2025-01-13,True,False,,20:02:51,,2.85,,False,M03,192.168.1.20
E0019,2025-01-13,True,False,10:18:30,20:05:57,-11.5,5.95,False,False,M02,192.168.1.15
E0020,2025-01-13,True,False,10:33:16,20:13:40,3.27,13.67,True,False,M03,192.168.1.20
E0021,2025-01-13,True,False,10:30:10,20:03:43,0.17,3.72,True,False,M01,192.168.1.10
E0022,2025-01-13,True,False,10:42:43,20:09:11,12.72,9.18,True,False,M03,192.168.1.20
E0023,2025-01-13,True,False,10:36:39,20:03:44,6.65,3.73,True,False,M01,192.168.1.10
E0024,2025-01-13,True,False,10:39:38,20:15:28,9.63,15.47,True,False,M03,192.168.1.20
E0025,2025-01-13,True,False,10:40:26,20:17:26,10.43,17.43,True,False,M02,192.168.1.15
E0026,2025-01-13,False,,,,,,,,,
E0027,2025-01-13,True,False,10:43:33,20:16:36,13.55,16.6,True,False,M03,192.168.1.20
E0028,2025-01-13,True,True,10:30:00,20:00:00,0.0,0.0,False,False,M03,192.168.1.20
E0029,2025-01-13,True,False,10:16:03,20:14:15,-13.95,14.25,False,False,M01,192.168.1.10
E0030,2025-01-13,True,False,10:33:20,20:09:34,3.33,9.57,True,False,M01,192.168.1.10
E0031,2025-01-13,True,False,10:33:54,19:38:16,3.9,-21.73,True,True,M02,192.168.1.15
E0032,2025-01-13,True,False,10:38:37,20:25:31,8.62,25.52,True,False,M03,192.168.1.20
E0033,2025-01-13,True,False,10:31:15,19:57:23,1.25,-2.62,True,True,M01,192.168.1.10
E0034,2025-01-13,True,False,10:45:15,20:11:30,15.25,11.5,True,False,M03,192.168.1.20
E0035,2025-01-13,True,False,10:12:30,20:03:03,-17.5,3.05,False,False,M02,192.168.1.15
E0036,2025-01-13,True,False,10:12:04,19:57:31,-17.93,-2.48,False,True,M01,192.168.1.10
E0037,2025-01-13,True,False,13:09:53,22:29:58,159.88,149.97,True,False,M03,192.168.1.20
E0038,2025-01-13,True,False,10:28:39,20:06:18,-1.35,6.3,False,False,M03,192.168.1.20
E0039,2025-01-13,False,,,,,,,,,
E0040,2025-01-13,True,False,10:30:39,20:15:32,0.65,15.53,True,False,M01,192.168.1.10
E0041,2025-01-13,True,False,10:43:25,20:13:08,13.42,13.13,True,False,M02,192.168.1.15
E0042,2025-01-13,True,False,10:26:45,19:56:55,-3.25,-3.08,False,True,M01,192.168.1.10
E0043,2025-01-13,True,False,10:35:12,19:44:34,5.2,-15.43,True,True,M03,192.168.1.20
E0044,2025-01-13,True,False,10:27:51,19:52:52,-2.15,-7.13,False,True,M01,192.168.1.10
E0045,2025-01-13,True,False,10:44:21,20:26:17,14.35,26.28,True,False,M03,192.168.1.20
E0046,2025-01-13,True,False,13:39:26,23:27:09,189.43,207.15,True,False,M01,192.168.1.10
E0047,2025-01-13,True,False,10:32:16,19:54:54,2.27,-5.1,True,True,M01,192.168.1.10
E0048,2025-01-13,True,False,10:35:43,19:43:22,5.72,-16.63,True,True,M02,192.168.1.15
E0049,2025-01-13,True,False,10:29:28,19:51:18,-0.53,-8.7,False,True,M01,192.168.1.10
E0050,2025-01-13,True,False,10:36:54,19:50:58,6.9,-9.03,True,True,M01,192.168.1.10
E0051,2025-01-13,True,False,10:19:24,20:04:01,-10.6,4.02,False,False,M02,192.168.1.15
E0052,2025-01-13,True,False,10:31:23,20:07:24,1.38,7.4,True,False,M01,192.168.1.10
E0053,2025-01-13,True,False,10:28:54,19:35:12,-1.1,-24.8,False,True,M01,192.168.1.10
E0054,2025-01-13,True,False,10:27:58,20:01:01,-2.03,1.02,False,False,M01,192.168.1.10
E0055,2025-01-13,True,False,,19:47:41,,-12.32,,True,M03,192.168.1.20
E0056,2025-01-13,True,False,10:41:14,20:17:26,11.23,17.43,True,False,M02,192.168.1.15
E0057,2025-01-13,True,False,10:43:39,20:12:20,13.65,12.33,True,False,M01,192.168.1.10
E0058,2025-01-13,True,False,10:51:51,20:16:08,21.85,16.13,True,False,M03,192.168.1.20
E0059,2025-01-13,False,,,,,,,,,
E0060,2025-01-13,True,False,,20:01:38,,1.63,,False,M01,192.168.1.10
E0061,2025-01-13,False,,,,,,,,,
E0062,2025-01-13,True,False,10:44:31,20:21:41,14.52,21.68,True,False,M03,192.168.1.20
E0063,2025-01-13,True,False,10:14:18,20:03:14,-15.7,3.23,False,False,M01,192.168.1.10
E0064,2025-01-13,True,False,10:22:37,19:37:59,-7.38,-22.02,False,True,M01,192.168.1.10
E0065,2025-01-13,True,False,10:36:30,20:00:09,6.5,0.15,True,False,M02,192.168.1.15
E0066,2025-01-13,True,False,10:17:38,20:04:36,-12.37,4.6,False,False,M01,192.168.1.10
E0067,2025-01-13,True,False,10:30:48,19:43:06,0.8,-16.9,True,True,M03,192.168.1.20
E0068,2025-01-13,True,False,10:38:56,20:12:12,8.93,12.2,True,False,M03,192.168.1.20
E0069,2025-01-13,True,False,10:32:38,19:53:30,2.63,-6.5,True,True,M01,192.168.1.10
E0070,2025-01-13,True,False,10:26:14,19:56:46,-3.77,-3.23,False,True,M03,192.168.1.20
E0071,2025-01-13,True,False,10:39:06,20:15:47,9.1,15.78,True,False,M03,192.168.1.20
E0072,2025-01-13,True,False,10:30:58,20:14:09,0.97,14.15,True,False,M02,192.168.1.15
E0073,2025-01-13,True,False,10:37:53,20:20:44,7.88,20.73,True,False,M02,192.168.1.15
E0074,2025-01-13,True,False,10:33:43,20:08:45,3.72,8.75,True,False,M02,192.168.1.15
E0075,2025-01-13,True,False,10:30:27,19:53:50,0.45,-6.17,True,True,M01,192.168.1.10
E0076,2025-01-13,True,False,10:34:07,20:02:25,4.12,2.42,True,False,M01,192.168.1.10
E0077,2025-01-13,True,False,10:31:14,19:56:39,1.23,-3.35,True,True,M02,192.168.1.15
E0078,2025-01-13,True,False,10:25:21,20:01:35,-4.65,1.58,False,False,M02,192.168.1.15
E0079,2025-01-13,True,False,10:34:13,19:38:17,4.22,-21.72,True,True,M02,192.168.1.15
E0080,2025-01-13,True,False,10:34:19,19:54:43,4.32,-5.28,True,True,M01,192.168.1.10
E0081,2025-01-13,True,False,10:27:13,19:50:30,-2.78,-9.5,False,True,M02,192.168.1.15
E0082,2025-01-13,True,False,10:31:35,19:31:32,1.58,-28.47,True,True,M03,192.168.1.20
E0083,2025-01-13,True,False,10:23:08,19:49:22,-6.87,-10.63,False,True,M03,192.168.1.20
E0084,2025-01-13,True,False,10:24:55,20:05:55,-5.08,5.92,False,False,M02,192.168.1.15
E0085,2025-01-13,True,False,10:17:53,20:15:16,-12.12,15.27,False,False,M02,192.168.1.15
E0086,2025-01-13,True,False,10:28:49,19:34:34,-1.18,-25.43,False,True,M03,192.168.1.20
E0087,2025-01-13,True,False,10:29:27,19:33:56,-0.55,-26.07,False,True,M01,192.168.1.10
E0088,2025-01-13,True,False,10:25:51,20:13:35,-4.15,13.58,False,False,M02,192.168.1.15
E0089,2025-01-13,True,False,10:34:03,19:43:58,4.05,-16.03,True,True,M01,192.168.1.10
E0090,2025-01-13,True,False,10:30:05,19:55:52,0.08,-4.13,True,True,M01,192.168.1.10
E0091,2025-01-13,False,,,,,,,,,
E0092,2025-01-13,True,False,10:25:17,20:01:23,-4.72,1.38,False,False,M03,192.168.1.20
E0093,2025-01-13,True,False,10:30:03,20:04:59,0.05,4.98,True,False,M03,192.168.1.20
E0094,2025-01-13,True,False,10:22:22,20:03:05,-7.63,3.08,False,False,M02,192.168.1.15
E0095,2025-01-13,True,False,10:30:42,20:00:49,0.7,0.82,True,False,M03,192.168.1.20
E0096,2025-01-13,True,False,10:23:42,19:45:00,-6.3,-15.0,False,True,M03,192.168.1.20
E0097,2025-01-13,True,False,10:33:28,,3.47,,True,,M03,192.168.1.20
E0098,2025-01-13,True,False,10:19:11,19:57:50,-10.82,-2.17,False,True,M01,192.168.1.10
E0099,2025-01-13,True,False,10:29:46,19:33:36,-0.23,-26.4,False,True,M03,192.168.1.20
E0100,2025-01-13,True,False,10:43:16,20:12:40,13.27,12.67,True,False,M02,192.168.1.15
E0001,2025-01-14,True,False,10:32:33,19:37:27,2.55,-22.55,True,True,M01,192.168.1.10
E0002,2025-01-14,True,False,10:21:12,20:09:46,-8.8,9.77,False,False,M02,192.168.1.15
E0003,2025-01-14,True,False,10:27:12,19:39:07,-2.8,-20.88,False,True,M02,192.168.1.15
E0004,2025-01-14,True,False,10:26:17,19:56:28,-3.72,-3.53,False,True,M03,192.168.1.20
E0005,2025-01-14,True,False,10:47:06,20:06:13,17.1,6.22,True,False,M03,192.168.1.20
E0006,2025-01-14,True,False,10:22:55,20:07:28,-7.08,7.47,False,False,M01,192.168.1.10
E0007,2025-01-14,True,False,10:41:27,20:20:51,11.45,20.85,True,False,M01,192.168.1.10
E0008,2025-01-14,True,False,10:25:13,19:59:47,-4.78,-0.22,False,True,M01,192.168.1.10
E0009,2025-01-14,True,False,10:41:51,20:10:15,11.85,10.25,True,False,M02,192.168.1.15
E0010,2025-01-14,True,False,10:34:38,19:59:39,4.63,-0.35,True,True,M03,192.168.1.20
E0011,2025-01-14,True,False,10:30:19,19:58:14,0.32,-1.77,True,True,M02,192.168.1.15
E0012,2025-01-14,True,False,10:26:14,,-3.77,,False,,M01,192.168.1.10
E0013,2025-01-14,True,False,10:30:48,19:51:48,0.8,-8.2,True,True,M01,192.168.1.10
E0014,2025-01-14,True,False,10:27:47,19:37:42,-2.22,-22.3,False,True,M02,192.168.1.15
E0015,2025-01-14,True,False,10:34:13,20:04:05,4.22,4.08,True,False,M02,192.168.1.15
E0016,2025-01-14,True,False,10:29:15,20:06:47,-0.75,6.78,False,False,M02,192.168.1.15
E0017,2025-01-14,True,False,10:43:22,19:45:28,13.37,-14.53,True,True,M01,192.168.1.10
E0018,2025-01-14,True,False,10:41:07,20:04:50,11.12,4.83,True,False,M03,192.168.1.20
E0019,2025-01-14,True,False,10:37:31,20:11:26,7.52,11.43,True,False,M02,192.168.1.15
E0020,2025-01-14,True,False,10:37:46,19:59:41,7.77,-0.32,True,True,M03,192.168.1.20
E0021,2025-01-14,True,False,10:27:50,19:44:58,-2.17,-15.03,False,True,M01,192.168.1.10
E0022,2025-01-14,True,False,10:32:42,19:51:21,2.7,-8.65,True,True,M03,192.168.1.20
E0023,2025-01-14,True,False,10:32:17,20:14:40,2.28,14.67,True,False,M01,192.168.1.10
E0024,2025-01-14,True,False,10:23:11,19:49:51,-6.82,-10.15,False,True,M03,192.168.1.20
E0025,2025-01-14,False,,,,,,,,,
E0026,2025-01-14,True,False,10:26:50,19:46:23,-3.17,-13.62,False,True,M02,192.168.1.15
E0027,2025-01-14,True,False,10:32:51,20:18:59,2.85,18.98,True,False,M03,192.168.1.20
E0028,2025-01-14,True,False,10:33:34,19:49:04,3.57,-10.93,True,True,M04_HQ,10.0.0.5
E0029,2025-01-14,True,False,10:24:06,20:08:08,-5.9,8.13,False,False,M01,192.168.1.10
E0030,2025-01-14,True,False,10:17:38,19:59:45,-12.37,-0.25,False,True,M01,192.168.1.10
E0031,2025-01-14,True,False,10:22:46,19:59:42,-7.23,-0.3,False,True,M02,192.168.1.15
E0032,2025-01-14,True,False,10:24:03,19:56:16,-5.95,-3.73,False,True,M03,192.168.1.20
E0033,2025-01-14,True,False,10:28:17,19:39:20,-1.72,-20.67,False,True,M01,192.168.1.10
E0034,2025-01-14,True,False,10:48:45,20:23:03,18.75,23.05,True,False,M03,192.168.1.20
E0035,2025-01-14,True,False,10:20:42,20:04:48,-9.3,4.8,False,False,M02,192.168.1.15
E0036,2025-01-14,True,False,10:42:49,20:18:43,12.82,18.72,True,False,M01,192.168.1.10
E0037,2025-01-14,True,False,10:36:57,20:16:00,6.95,16.0,True,False,M03,192.168.1.20
E0038,2025-01-14,True,False,10:32:53,19:28:00,2.88,-32.0,True,True,M03,192.168.1.20
E0039,2025-01-14,False,,,,,,,,,
E0040,2025-01-14,True,False,10:29:50,20:09:57,-0.17,9.95,False,False,M01,192.168.1.10
E0041,2025-01-14,True,False,10:21:16,19:55:05,-8.73,-4.92,False,True,M02,192.168.1.15
E0042,2025-01-14,True,False,13:59:36,22:58:27,209.6,178.45,True,False,M01,192.168.1.10
E0043,2025-01-14,True,False,10:33:40,20:04:35,3.67,4.58,True,False,M03,192.168.1.20
E0044,2025-01-14,True,False,10:29:19,19:44:30,-0.68,-15.5,False,True,M01,192.168.1.10
E0045,2025-01-14,True,False,10:32:30,20:05:43,2.5,5.72,True,False,M03,192.168.1.20
E0046,2025-01-14,True,True,10:30:00,20:00:00,0.0,0.0,False,False,M01,192.168.1.10
E0047,2025-01-14,True,False,10:36:04,19:40:12,6.07,-19.8,True,True,M01,192.168.1.10
E0048,2025-01-14,True,False,10:41:12,,11.2,,True,,M02,192.168.1.15
E0049,2025-01-14,True,False,10:25:04,19:57:50,-4.93,-2.17,False,True,M01,192.168.1.10
E0050,2025-01-14,True,False,10:45:49,20:09:08,15.82,9.13,True,False,M01,192.168.1.10
E0051,2025-01-14,True,False,10:15:48,20:07:37,-14.2,7.62,False,False,M02,192.168.1.15
E0052,2025-01-14,True,False,10:36:30,20:03:43,6.5,3.72,True,False,M01,192.168.1.10
E0053,2025-01-14,True,False,10:32:57,20:12:06,2.95,12.1,True,False,M01,192.168.1.10
E0054,2025-01-14,True,False,10:30:52,19:50:15,0.87,-9.75,True,True,M01,192.168.1.10
E0055,2025-01-14,True,False,10:32:45,,2.75,,True,,M03,192.168.1.20
E0056,2025-01-14,True,False,10:45:23,20:22:39,15.38,22.65,True,False,M02,192.168.1.15
E0057,2025-01-14,True,False,10:29:47,19:54:42,-0.22,-5.3,False,True,M01,192.168.1.10
E0058,2025-01-14,True,False,10:40:38,20:12:53,10.63,12.88,True,False,M03,192.168.1.20
E0059,2025-01-14,True,False,10:31:40,20:00:32,1.67,0.53,True,False,M02,192.168.1.15
E0060,2025-01-14,True,False,10:34:32,19:38:37,4.53,-21.38,True,True,M01,192.168.1.10
E0061,2025-01-14,False,,,,,,,,,
E0062,2025-01-14,True,False,10:28:36,19:48:36,-1.4,-11.4,False,True,M03,192.168.1.20
E0063,2025-01-14,True,False,10:33:00,20:07:16,3.0,7.27,True,False,M03,192.168.1.20
E0064,2025-01-14,True,False,10:20:29,20:02:49,-9.52,2.82,False,False,M01,192.168.1.10
E0065,2025-01-14,True,False,10:22:38,20:02:26,-7.37,2.43,False,False,M02,192.168.1.15
E0066,2025-01-14,True,False,10:44:24,20:23:40,14.4,23.67,True,False,M01,192.168.1.10
E0067,2025-01-14,True,False,10:42:45,20:10:42,12.75,10.7,True,False,M03,192.168.1.20
E0068,2025-01-14,True,False,10:28:25,19:45:58,-1.58,-14.03,False,True,M03,192.168.1.20
